R30_00: block=R level=0.3 twin=S1A stip_gold=Marco Venn rel_ind=0.3 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
U90_09: block=U level=0.9 twin=S1A stip_gold=Anya Petrova rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U90_10: block=U level=0.9 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U90_11: block=U level=0.9 twin=S1B stip_gold=Luis Okafor rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U90_12: block=U level=0.9 twin=S1A stip_gold=Marco Venn rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U90_13: block=U level=0.9 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U90_14: block=U level=0.9 twin=S1A stip_gold=Ines Kovac rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U90_15: block=U level=0.9 twin=S1A stip_gold=Anya Petrova rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U90_16: block=U level=0.9 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U90_17: block=U level=0.9 twin=S1A stip_gold=Ravi Chandran rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U90_18: block=U level=0.9 twin=S1A stip_gold=Marco Venn rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U90_19: block=U level=0.9 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.9 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U95_00: block=U level=0.95 twin=S1A stip_gold=Ines Kovac rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U95_01: block=U level=0.95 twin=S1B stip_gold=Jonas Lindqvist rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U95_02: block=U level=0.95 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U95_03: block=U level=0.95 twin=S1A stip_gold=Ravi Chandran rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U95_04: block=U level=0.95 twin=S1A stip_gold=Marco Venn rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U95_05: block=U level=0.95 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U95_06: block=U level=0.95 twin=S1A stip_gold=Ines Kovac rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U95_07: block=U level=0.95 twin=S1A stip_gold=Anya Petrova rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U95_08: block=U level=0.95 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U95_09: block=U level=0.95 twin=S1A stip_gold=Ravi Chandran rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U95_10: block=U level=0.95 twin=S1A stip_gold=Marco Venn rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U95_11: block=U level=0.95 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U95_12: block=U level=0.95 twin=S1A stip_gold=Ines Kovac rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U95_13: block=U level=0.95 twin=S1A stip_gold=Anya Petrova rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U95_14: block=U level=0.95 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U95_15: block=U level=0.95 twin=S1A stip_gold=Ravi Chandran rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U95_16: block=U level=0.95 twin=S1A stip_gold=Marco Venn rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U95_17: block=U level=0.95 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U95_18: block=U level=0.95 twin=S1A stip_gold=Ines Kovac rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U95_19: block=U level=0.95 twin=S1A stip_gold=Anya Petrova rel_ind=0.95 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U99_00: block=U level=0.99 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U99_01: block=U level=0.99 twin=S1A stip_gold=Ravi Chandran rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U99_02: block=U level=0.99 twin=S1A stip_gold=Marco Venn rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U99_03: block=U level=0.99 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U99_04: block=U level=0.99 twin=S1A stip_gold=Ines Kovac rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U99_05: block=U level=0.99 twin=S1A stip_gold=Anya Petrova rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U99_06: block=U level=0.99 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U99_07: block=U level=0.99 twin=S1A stip_gold=Ravi Chandran rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U99_08: block=U level=0.99 twin=S1A stip_gold=Marco Venn rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U99_09: block=U level=0.99 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U99_10: block=U level=0.99 twin=S1A stip_gold=Ines Kovac rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U99_11: block=U level=0.99 twin=S1A stip_gold=Anya Petrova rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U99_12: block=U level=0.99 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U99_13: block=U level=0.99 twin=S1A stip_gold=Ravi Chandran rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
U99_14: block=U level=0.99 twin=S1A stip_gold=Marco Venn rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
U99_15: block=U level=0.99 twin=S1A stip_gold=Petra Halvorsen rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
U99_16: block=U level=0.99 twin=S1A stip_gold=Ines Kovac rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
U99_17: block=U level=0.99 twin=S1A stip_gold=Anya Petrova rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
U99_18: block=U level=0.99 twin=S1A stip_gold=Sofia Marchetti rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
U99_19: block=U level=0.99 twin=S1A stip_gold=Ravi Chandran rel_ind=0.99 latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
G_00: block=G level=0.5 twin=S1A stip_gold=Marco Venn rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
G_01: block=G level=0.5 twin=S1B stip_gold=Dario Mensah rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
G_02: block=G level=0.5 twin=S1A stip_gold=Ines Kovac rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
G_03: block=G level=0.5 twin=S1B stip_gold=Kwame Diallo rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
G_04: block=G level=0.5 twin=S1A stip_gold=Sofia Marchetti rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
G_05: block=G level=0.5 twin=S1B stip_gold=Elena Vasquez rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
G_06: block=G level=0.5 twin=S1A stip_gold=Marco Venn rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
G_07: block=G level=0.5 twin=S1B stip_gold=Dario Mensah rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
G_08: block=G level=0.5 twin=S1A stip_gold=Ines Kovac rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
G_09: block=G level=0.5 twin=S1B stip_gold=Kwame Diallo rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
G_10: block=G level=0.5 twin=S1A stip_gold=Sofia Marchetti rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
G_11: block=G level=0.5 twin=S1B stip_gold=Elena Vasquez rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
G_12: block=G level=0.5 twin=S1A stip_gold=Marco Venn rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
G_13: block=G level=0.5 twin=S1B stip_gold=Dario Mensah rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
G_14: block=G level=0.5 twin=S1A stip_gold=Ines Kovac rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Tomas Reyes', 2026), ('apexwire.com', 'Tomas Reyes', 2026), ('gridtalk.net', 'Ines Kovac', 2025)]
G_15: block=G level=0.5 twin=S1B stip_gold=Kwame Diallo rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Kwame Diallo', 2026), ('gridtalk.net', 'Kwame Diallo', 2026), ('laptime.org', 'Anya Petrova', 2025)]
G_16: block=G level=0.5 twin=S1A stip_gold=Sofia Marchetti rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Jonas Lindqvist', 2026), ('laptime.org', 'Jonas Lindqvist', 2026), ('racefeed.net', 'Sofia Marchetti', 2025)]
G_17: block=G level=0.5 twin=S1B stip_gold=Elena Vasquez rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Elena Vasquez', 2026), ('racefeed.net', 'Elena Vasquez', 2026), ('speedway.org', 'Ravi Chandran', 2025)]
G_18: block=G level=0.5 twin=S1A stip_gold=Marco Venn rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Luis Okafor', 2026), ('speedway.org', 'Luis Okafor', 2026), ('pitwall.io', 'Marco Venn', 2025)]
G_19: block=G level=0.5 twin=S1B stip_gold=Dario Mensah rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Dario Mensah', 2026), ('pitwall.io', 'Dario Mensah', 2026), ('apexwire.com', 'Petra Halvorsen', 2025)]
G2_00: block=G2 level=None twin=S1A stip_gold=Marco Venn rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
G2_01: block=G2 level=None twin=S1B stip_gold=Tomas Reyes rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
G2_02: block=G2 level=None twin=S1A stip_gold=Ines Kovac rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
G2_03: block=G2 level=None twin=S1B stip_gold=Jonas Lindqvist rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
G2_04: block=G2 level=None twin=S1A stip_gold=Sofia Marchetti rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
G2_05: block=G2 level=None twin=S1B stip_gold=Luis Okafor rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('osselyn.org', 'Ravi Chandran', 2026), ('osselyn.org', 'Ravi Chandran', 2024), ('laptime.org', 'Luis Okafor', 2026), ('racefeed.net', 'Petra Halvorsen', 2026)]
G2_06: block=G2 level=None twin=S1A stip_gold=Marco Venn rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('zorbian.com', 'Marco Venn', 2026), ('zorbian.com', 'Marco Venn', 2024), ('racefeed.net', 'Dario Mensah', 2026), ('speedway.org', 'Ines Kovac', 2026)]
G2_07: block=G2 level=None twin=S1B stip_gold=Tomas Reyes rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('quellar.org', 'Petra Halvorsen', 2026), ('quellar.org', 'Petra Halvorsen', 2024), ('speedway.org', 'Tomas Reyes', 2026), ('pitwall.io', 'Anya Petrova', 2026)]
G2_08: block=G2 level=None twin=S1A stip_gold=Ines Kovac rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('myndax.net', 'Ines Kovac', 2026), ('myndax.net', 'Ines Kovac', 2024), ('pitwall.io', 'Kwame Diallo', 2026), ('apexwire.com', 'Sofia Marchetti', 2026)]
G2_09: block=G2 level=None twin=S1B stip_gold=Jonas Lindqvist rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('velkora.io', 'Anya Petrova', 2026), ('velkora.io', 'Anya Petrova', 2024), ('apexwire.com', 'Jonas Lindqvist', 2026), ('gridtalk.net', 'Ravi Chandran', 2026)]
G2_10: block=G2 level=None twin=S1A stip_gold=Sofia Marchetti rel_ind=None latent=None exp=WITHHOLD/-/TIE rows=[('dravnik.com', 'Sofia Marchetti', 2026), ('dravnik.com', 'Sofia Marchetti', 2024), ('gridtalk.net', 'Elena Vasquez', 2026), ('laptime.org', 'Marco Venn', 2026)]
