# vid	b	t	win	coh_pm	g_pm	ebar	n_vote	e_total	agree	agree_dir	pair_wins	still_like
bwJ-TNu0hGM	2	870	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	885	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	900	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	915	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	960	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1155	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1170	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1185	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1200	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1215	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1230	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1245	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1275	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1290	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1350	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1515	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1530	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1545	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1560	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1575	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1590	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1605	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1620	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1635	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1650	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1665	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1680	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1695	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1710	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1725	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1740	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1755	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1770	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1785	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1800	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1935	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1950	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	1965	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2295	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2355	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2370	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2430	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2535	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2670	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2685	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2700	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2715	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2730	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2745	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2760	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2775	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2790	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2805	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2820	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2835	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2850	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2865	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2880	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2895	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2910	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2925	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2940	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2955	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2970	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	2985	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3000	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3015	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3030	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3045	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3060	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3120	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3135	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3150	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3165	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3180	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3195	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3225	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3240	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3255	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3270	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3285	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3300	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3345	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3360	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3390	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3405	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3420	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3435	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3450	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3465	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3480	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3510	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3525	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3540	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3570	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3585	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3600	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3750	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3765	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3780	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3810	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3825	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3840	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3855	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3870	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3885	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3900	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3915	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3930	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3960	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3975	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	3990	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4005	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4020	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4035	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4050	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4065	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4080	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4095	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4110	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4125	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4140	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	2	4155	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	0	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	15	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	30	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	210	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	270	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	285	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	300	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	315	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	360	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	375	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	390	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	585	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	780	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	795	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	810	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	825	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	840	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	870	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	885	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	900	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1155	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1170	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1185	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1200	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1215	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1230	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1245	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1515	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1530	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1545	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1560	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1575	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1590	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1605	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1620	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1635	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1650	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1665	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1680	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1695	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1710	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1725	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1740	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1755	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1770	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1785	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1800	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1935	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	1950	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2685	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2700	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2715	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2730	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2745	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2760	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2775	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2790	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2805	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2820	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2835	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2850	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2865	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2880	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2895	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2910	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2925	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2940	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2955	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2970	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	2985	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3000	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3015	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3120	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3135	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3150	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3165	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3180	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3225	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3240	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3465	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3750	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3765	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3885	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3900	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3915	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	3990	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	4005	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	4020	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	4035	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	3	4140	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	270	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	300	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	360	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	375	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	795	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	810	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	825	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1155	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1170	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1515	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1530	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1545	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1560	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1575	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1590	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1605	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1620	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1635	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1650	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1665	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1680	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1695	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1710	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1725	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1740	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1755	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	1770	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2685	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2700	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2715	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2730	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2745	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2760	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2775	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2790	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2805	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2820	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2835	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2850	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2865	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2880	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2895	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2910	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	2925	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	3120	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	3135	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	3150	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	3165	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	3195	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	3450	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	3885	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	3900	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
bwJ-TNu0hGM	4	4020	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	0	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	15	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	60	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	75	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	90	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	135	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	150	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	210	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	240	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	285	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	300	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	315	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	330	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	345	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
